common_name,scientific_name,element_code
a cave obligate pseudoscorpion,Tyrannochthonius torodei,ILARAD2340
a cave obligate pseudoscorpion,Tyrannochthonius troglodytes,ILARAD2350
a cave obligate scorpion,Uroctonus grahami,ILARAE3010
a cave obligate spider,Usofila gracilis,ILARAE4010
Baker's Cave Mite,Veigaia bakeri,ILACA14010
Wyandotte Cave Mite,Veigaia wyandottensis,ILACA14020
a cave obligate worm,Cambarincola alienus,IAOLI07020
a cave obligate worm,Cambarincola dubius,IAOLI07030
a cave obligate worm,Cambarincola leptadenus,IAOLI07050
a cave obligate worm,Cambarincola marthae,IAOLI07060
a cave obligate worm,Cambarincola sheltensis,IAOLI07070
Giant Palouse Earthworm,Driloleirus americanus,IAOLI01010
Oregon Giant Earthworm,Driloleirus macelfreshi,IAOLI01020
a cave obligate worm,Eremidrilus allegheniensis,IAOLI03020
an earthworm,Haplotaxis brinkhursti,IAOLI05010
a freshwater leech,Motobdella montezuma,IAHIR12010
an annelid,Parvidrilus strayeri,IAOLI14010
a cave worm,Spelaedrilus multiporus,IAOLI09010
a microdrile oligochaete,Trichodrilus culveri,IAOLI03010
a hexapod,Litocampa henroti,IITHS01080
Puckett's Cave Dipluran,Litocampa pucketti,IITHS01100
a cave obligate beetle,Neanura hawaiiensis,IICLL12030
a cave obligate springtail,Oncopodura cruciata,IICLL18090
Hoff's Cave Springtail,Oncopodura hoffi,IICLL18040
a cave obligate springtail,Oncopodura hubbardi,IICLL18010
a cave obligate springtail,Oncopodura prietoi,IICLL18060
a cave obligate springtail,Oncopodura tunica,IICLL18070
a cave obligate springtail,Onychiurus oregonensis,IICLL17040
a cave obligate springtail,Onychiurus paro,IICLL17050
a cave springtail,Paleonura petebellingeri,IICLL30010
a cave obligate springtail,Plutomurus grahami,IICLL06070
Gandy Creek Cave Springtail,Pseudosinella certa,IICLL01050
a cave obligate springtail,Pseudosinella dubia,IICLL01010
a cave obligate springtail,Pseudosinella espanita,IICLL01210
a cave obligate springtail,Pseudosinella extra,IICLL01140
a cave obligate springtail,Pseudosinella flatua,IICLL01220
a cave obligate springtail,Pseudosinella nata,IICLL01230
a cave obligate springtail,Pseudosinella vita,IICLL01270
a cave obligate springtail,Pygmarrhopalites ashcraftensis,IICLL04380
a cave springtail,Pygmarrhopalites benitus,IICLL04020
a cave springtail,Pygmarrhopalites caedus,IICLL04080
a cave springtail,Pygmarrhopalites lacuna,IICLL04110
a cave springtail,Pygmarrhopalites obtusus,IICLL04280
a cave springtail,Pygmarrhopalites sextus,IICLL04270
a cave springtail,Pygmarrhopalites silvus,IICLL04150
a cave obligate springtail,Schaefferia alabamensis,IICLL19020
a cave obligate springtail,Schaefferia christianseni,IICLL19030
a cave obligate springtail,Sinella kukae,IICLL05120
a cave obligate springtail,Sinella lua,IICLL05130
a cave obligate springtail,Sinella nupa,IICLL05140
a cave obligate springtail,Sinella tecta,IICLL05110
Florida Sminthurus Springtail,Sminthurus floridanus,IICLL02020
a cave springtail,Speleonura kenchristianseni,IICLL31010
Copeland's Springtail,Triacanthella copelandi,IICLL27010
a cave springtail,Typhlogastrura valentini,IICLL20010
Staghorn Coral,Acropora cervicornis,IDANT01020
Elkhorn Coral,Acropora palmata,IDANT01010
Robust Ivory Tree Coral,Oculina robusta,IDANT0M040
a freshwater sponge,Ephydatia cooperensis,IZSPN14010
Boom's Quillwort,Isoetes boomii,PPISO010X0
Hawai`i Quillwort,Isoetes hawaiiensis,PPISO010U0
Rush Quillwort,Isoetes junciformis,PPISO01250
Rock Quillwort,Isoetes lithophila,PPISO010A0
Black-spored Quillwort,Isoetes melanospora,PPISO010E0
Thin-wall Quillwort,Isoetes microvela,PPISO01240
Midget Quillwort,Isoetes minima,PPISO01081
Mississippi Quillwort,Isoetes mississippiensis,PPISO012C0
Merlin's-grass,Isoetes tegetiformans,PPISO010L0
Virginia Quillwort,Isoetes virginica,PPISO010P0
Vermont quillwort,Isoetes viridimontana,PPISO01340
Deflexed Spikemoss,Selaginella deflexa,PPSEL010B0
Mann's Clubmoss,Huperzia mannii,PPLYC02010
Nodding Clubmoss,Huperzia nutans,PPLYC02020
Stemmermann's Clubmoss,Huperzia stemmermanniae,PPLYC020X0
Northern Prostrate Clubmoss,Lycopodiella margueritiae,PPLYC030A0
Pendant Kihi Fern,Adenophorus periens,PPGRA01060
Forest Alsophila,Alsophila amintae,PPCYA01030
Haleakala Spleenwort,Asplenium haleakalense,PPASP02300
Ruffled Spleenwort,Asplenium plenum,PPASP02120
Rhombic Spleenwort,Asplenium rhomboideum,PPASP02190
Fringed Spleenwort,Asplenium schizophyllum,PPASP021D0
Scott's [Fertile] Spleenwort,Asplenium tutwilerae,PPASP02240
Pauoa,Ctenitis squamigera,PPDRY04070
Erect Island-spleenwort,Diellia erecta,PPASP0A010
Cutleaf Island-spleenwort,Diellia laciniata,PPASP0A030
Mann's Island-spleenwort,Diellia mannii,PPASP0A040
Pale Island-spleenwort,Diellia pallida,PPASP0A060
Single-sorus Island-spleenwort,Diellia unisora,PPASP0A050
Molokai Twin-sorus Fern,Diplazium molokaiense,PPDRY090A0
Lyon's Hacksaw Fern,Doodia lyonii,PPBLE02020
Digit Fern,Doryopteris angelica,PPADI0C060
Takeuch's Lip Fern,Doryopteris takeuchii,PPADI0C040
Kauaikinana Woodfern,Dryopteris podosora,PPDRY0A1D0
Ross' Woodfern,Dryopteris rossii,PPDRY0A0M0
Na Pali-Kona Woodfern,Dryopteris tenebrosa,PPDRY0A180
Waikamoi Woodfern,Dryopteris tetrapinnata,PPDRY0A1A0
Cerro de Punta Jayuya,Elaphoglossum serpens,PPDRY0B0M0
Streak-sorus Fern,Leptogramma burksiorum,PPTHE05171
`Hi `ihi,Marsilea villosa,PPMAR01090
Lyngholm's Cliffbrake,Pellaea lyngholmii,PPADI0H0H0
Aleutian Shield Fern,Polystichum aleuticum,PPDRY0R020
Monte Guilarte Holly Fern,Polystichum calderonense,PPDRY0R050
Lydgate's Brake,Pteris lydgatei,PPADI0L0C0
Puerto Rico Halberd Fern,Tectaria estremeriana,PPDRY0S040
Boyd's Maidenfern,Thelypteris boydiae,PPTHE05070
Cordillera Maidenfern,Thelypteris inabonensis,PPTHE050P0
Barrio Charcas Maidenfern,Thelypteris verecunda,PPTHE051N0
Waioli Valley Maidenfern,Thelypteris wailele,PPTHE051Z0
Puerto Rico Maidenfern,Thelypteris yaucoensis,PPTHE051R0
False Northwestern Moonwort,Botrychium pseudopinnatum,PPOPH01100
Santa Cruz Island Cypress,Cupressus abramsiana,PGCUP04080
Monterey Cypress,Cupressus macrocarpa,PGCUP04060
Monterey Pine,Pinus radiata,PGPIN040V0
Torrey Pine,Pinus torreyana,PGPIN04150
Florida Torreya,Torreya taxifolia,PGTXA02020
Maidenhair Tree,Ginkgo biloba,PGGIN01010
Eggers' Agave,Agave eggersiana,PMAGA01070
Page Springs Agave,Agave yavapaiensis,PMAGA01130
Vernal Pool Bentgrass,Agrostis lacuna-vernalis,PMPOA041N0
Ross' Bentgrass,Agrostis rossiae,PMPOA04100
Munz's Onion,Allium munzii,PMLIL022Z0
Passey's Onion,Allium passeyi,PMLIL021Q0
Chase's Three-awn Grass,Aristida chaseae,PMPOA0K070
Mohr's Three-awn Grass,Aristida mohrii,PMPOA0K0P0
Pelos del Diablo,Aristida portoricensis,PMPOA0K0U0
Kauai Pa`iniu,Astelia waialealae,PMLIL0A060
Dwarf Goldenstar,Bloomeria humilis,PMLIL0B020
Kay's Grama,Bouteloua kayi,PMPOA100C0
Blunt-petal Short-arm Orchid,Brachionidium ciliolatum,PMORC08010
Kaweah Brodiaea,Brodiaea insignis,PMLIL0C060
Sulphur Creek Brodiaea,Brodiaea matsonii,PMLIL0C0H0
Chinese Camp Brodiaea,Brodiaea pallida,PMLIL0C0C0
Santa Rosa Basalt Brodiaea,Brodiaea santarosae,PMLIL0C0G0
Cain's Reedgrass,Calamagrostis cainii,PMPOA17030
Maui Reedgrass,Calamagrostis expansa,PMPOA17190
Hillebrand's Small-reedgrass,Calamagrostis hillebrandii,PMPOA170D0
Wood Reedgrass,Calamagrostis perplexa,PMPOA17180
Cox's Mariposa Lily,Calochortus coxii,PMLIL0D1N0
Tiburon Mariposa Lily,Calochortus tiburonensis,PMLIL0D1C0
Palma Manaca,Calyptronoma rivalis,PMARE04010
Indian Valley Sedge,Carex aboriginum,PMCYP03010
White Sedge,Carex albida,PMCYP030D0
Bryson's Sedge,Carex brysonii,PMCYP03JY0
Constance's Sedge,Carex constanceana,PMCYP03LJ0
Guadalupe Mountain Sedge,Carex mckittrickensis,PMCYP03LB0
Tioga Pass Sedge,Carex tiogana,PMCYP03GP0
Agrimony Sandbur,Cenchrus agrimonioides,PMPOA1C010
Small's Rainlily,Cooperia smallii,PMLIL0L040
Puerto Rico Helmet Orchid,Cranichis ricartii,PMORC0P030
Eared Flatsedge,Cyperus auriculatus,PMCYP06080
Alpine Flatsedge,Cyperus fauriei,PMCYP064M0
Pine Flatsedge,Cyperus hypopitys,PMCYP06550
Coastal Flatsedge,Cyperus pennatiformis,PMCYP064X0
Pu`uka`a,Cyperus trachysanthos,PMCYP063J0
Ghost Orchid,Dendrophylax lindenii,PMORC22010
Bath County Witchgrass,Dichanthelium appalachiense,PMPOA242H0
Difficult Creek Witchgrass,Dichanthelium harvillii,PMPOA242J0
Hirsts' Panicgrass,Dichanthelium hirstii,PMPOA4K150
Florida Crabgrass,Digitaria floridana,PMPOA270D0
Longleaf Crabgrass,Digitaria gracillima,PMPOA270E0
Two-spike Crabgrass,Digitaria pauciflora,PMPOA270P0
Texas Shooting Star,Echeandia texensis,PMLIL2B070
Florida Burhead,Echinodorus floridanus,PMALI02060
Cylinder Spikerush,Eleocharis cylindrica,PMCYP090G0
Fosberg's Lovegrass,Eragrostis fosbergii,PMPOA2K0J0
Black-bract Pipewort,Eriocaulon nigrobracteatum,PMERI010H0
Minnesota Trout-lily,Erythronium propullans,PMLIL0U0D0
Quinault Fawnlily,Erythronium quinaultense,PMLIL0U0T0
Taylor's Fawnlily,Erythronium taylorii,PMLIL0U0S0
Hawaiian Fescue,Festuca hawaiiensis,PMPOA2V0F0
Guadalupe Fescue,Festuca ligulata,PMPOA2V0K0
Gray's Fritillary,Fritillaria grayana,PMLIL0V0M0
Striped Adobe Lily,Fritillaria striata,PMLIL0V0K0
Lanai Saw Sedge,Gahnia lanaiensis,PMCYP0D040
Two-Keeled Hooded Orchid,Galeandra bicarinata,PMORC15020
Chihuahuan Desert Orchid,Greenwoodiella deserticola,PMGRE01010
Gholson's Spider-lily,Hymenocallis gholsonii,PMLIL150W0
Godfrey's Spider-lily,Hymenocallis godfreyi,PMLIL150S0
Florida Panhandle Spider-lily,Hymenocallis punta-gordensis,PMLIL150U0
Carite Babyboot Orchid,Lepanthes caritensis,PMORC1K090
Island Babyboot Orchid,Lepanthes dodiana,PMORC1K010
Luquillo Mountain Babyboot Orchid,Lepanthes eltoroensis,PMORC1K020
Gray's Lily,Lilium grayi,PMLIL1A060
Western Lily,Lilium occidentale,PMLIL1A0G0
Oregon Semaphore Grass,Lophochlaena oregona,PMPOA7Y020
Bayard's Malaxis,Malaxis bayardii,PMORC1R0N0
Wendt's Adder's-mouth Orchid,Malaxis wendtii,PMORC1R0R0
Colusa Grass,Neostapfia colusana,PMPOA4C010
California Orcutt Grass,Orcuttia californica,PMPOA4G010
San Joaquin Valley Orcutt Grass,Orcuttia inaequalis,PMPOA4G060
Hairy Orcutt Grass,Orcuttia pilosa,PMPOA4G040
Sacramento Orcutt Grass,Orcuttia viscida,PMPOA4G070
Long-sheath Panicgrass,Panicum longivaginatum,PMPOA4K4E0
Niihau Panicgrass,Panicum niihauense,PMPOA4K1K0
Yadon's Rein Orchid,Piperia yadonii,PMORC1X070
Hawai`i Bog Orchid,Platanthera holochila,PMORC1Y0R0
Shriver's Frilly Orchid,Platanthera shriveri,PMORC1Y1D0
Lanai Pleomele,Pleomele fernaldii,PMAGA09020
Forbe's Dracaena,Pleomele forbesii,PMAGA09030
Hawai`i Hala Pepe,Pleomele hawaiiensis,PMAGA09040
Mann's Bluegrass,Poa mannii,PMPOA4Z1M0
Napa Bluegrass,Poa napensis,PMPOA4Z1R0
Hawaiian Bluegrass,Poa sandvicensis,PMPOA4Z290
Island Bluegrass,Poa siphonoglossa,PMPOA4Z2B0
Little Aguja Pondweed,Potamogeton clystocarpus,PMPOT03040
Florida Pondweed,Potamogeton floridanus,PMPOT030A0
Methy Lake Pondweed,Potamogeton methyensis,PMPOT030M0
Kilauea Pritchardia,Pritchardia beccariana,PMARE09040
Forbe's Pritchardia,Pritchardia forbesiana,PMARE090A0
Hardy's Pritchardia,Pritchardia hardyi,PMARE090D0
Lo`ulu Lelo,Pritchardia hillebrandii,PMARE090E0
Lo`ulu,Pritchardia kaalae,PMARE090G0
Lanai Pritchardia,Pritchardia lanaiensis,PMARE09130
Lo`ulu,Pritchardia lanigera,PMARE090M0
Limahuli Valley Pritchardia,Pritchardia limahuliensis,PMARE09140
Molokai Pritchardia,Pritchardia lowreyana,PMARE090N0
Lo`ulu Hiwa,Pritchardia martii,PMARE090R0
Little Pritchardia,Pritchardia minor,PMARE090T0
Munro's Pritchardia,Pritchardia munroi,PMARE090V0
Wai`oli Valley Pritchardia,Pritchardia perlmanii,PMARE09150
Lo`ulu,Pritchardia remota,PMARE090W0
Lands-of-Papa Pritchardia,Pritchardia schattaueri,PMARE09120
Sticky-bud Pritchardia,Pritchardia viscosa,PMARE090Y0
Poleline Pritchardia,Pritchardia waialealeana,PMARE09070
Trinity Mountains Alkali Grass,Puccinellia howellii,PMPOA531A0
Port Hobron Alkali Grass,Puccinellia hultenii,PMPOA530H0
Bonaventure Island Alkali Grass,Puccinellia macra,PMPOA530P0
Smooth Alkali Grass,Puccinellia sublaevis,PMPOA531D0
California Beakrush,Rhynchospora californica,PMCYP0N060
Georgia Beakrush,Rhynchospora culixa,PMCYP0N0J0
Dotted Beakrush,Rhynchospora punctata,PMCYP0N1V0
One-spike Beakrush,Rhynchospora solitaria,PMCYP0N250
Little River Arrowhead,Sagittaria secundifolia,PMALI040U0
Scrub Bluestem,Schizachyrium niveum,PMPOA5D060
Silky Bluestem,Schizachyrium sericatum,PMPOA5D0A0
Hitchcock's Blue-eyed-grass,Sisyrinchium hitchcockii,PMIRI0D0S0
Atlantic Ladies Tresses,Spiranthes bightensis,PMORC2B260
Texas Ladies'-tresses,Spiranthes brevilabris,PMORC2B032
Canelo Hills Ladies'-tresses,Spiranthes delitescens,PMORC2B140
Florida Ladies'-tresses,Spiranthes floridana,PMORC2B031
Fire Ladies'-tresses,Spiranthes igniorchis,PMORC2B220
Wenatchee Mountains Trillium,Trillium crassifolium,PMLIL201G0
Ocmulgee Trillium,Trillium delicatum,PMLIL201B0
Georgia Dwarf Trillium,Trillium georgianum,PMLIL200Q9
Wateree Trillium,Trillium oostingii,PMLIL20170
Persistent Trillium,Trillium persistens,PMLIL200N0
Tennessee Trillium,Trillium tennesseense,PMLIL20180
Craighead's Nodding-caps,Triphora craigheadii,PMORC2F010
Yucatan Nodding-caps,Triphora yucatanensis,PMORC2F060
Piute Mountains triteleia,Triteleia piutensis,PMLIL210H0
Green's Awnless Orcutt Grass,Tuctoria greenei,PMPOA6N010
Mucronate Orcutt Grass,Tuctoria mucronata,PMPOA6N020
Correll's Yelloweyed Grass,Xyris correlliorum,PMXYR010V0
St. Marks Yellow-eyed-grass,Xyris panacea,PMXYR010Y0
Brazos River Yucca,Yucca necopina,PMAGA0B0K0
Mogoll Deathcamas,Zigadenus mogollonensis,PMLIL280H0
Texas Wild Rice,Zizania texana,PMPOA6J020
Tweedy's Sand-verbena,Abronia ammophila,PDNYC01040
Hidden-petal Indian-mallow,Abutilon eremitopetalum,PDMAL02030
Ko`oloa`ula,Abutilon menziesii,PDMAL020C0
Green-flower Indian-mallow,Abutilon sandwicense,PDMAL020K0
Liliwai,Acaena exigua,PDROS01030
San Mateo Thornmint,Acanthomintha duttonii,PDLAM01040
San Diego Thornmint,Acanthomintha ilicifolia,PDLAM01010
Blunt Chaff-flower,Achyranthes mutica,PDAMA01040
Arizona Monkshood,Aconitum infectum,PDRAN01030
Leoncita False Foxglove,Agalinis calycina,PDSCR01050
Navasota False Foxglove,Agalinis navasotensis,PDSCR01180
Mahoe,Alectryon macrococcus,PDSPN01010
Stonecrop Gily-flower,Aliciella sedifolia,PDPLM04200
Kuawawaenohu,Alsinidendron lychnoides,PDCAR03030
Waianae Range Alsinidendron,Alsinidendron obovatum,PDCAR03010
Mountain Alsinidendron,Alsinidendron trinerve,PDCAR03020
Climbing Alsinidendron,Alsinidendron viscosum,PDCAR03040
Brown's Pigweed,Amaranthus brownii,PDAMA04090
Outcrop Ragweed,Ambrosia porcheri,PDAST0C0R0
San Diego Ragweed,Ambrosia pumila,PDAST0C0M0
Santa Rita Yellowshow,Amoreuxia gonzalezii,PDBIX01010
Large-flower Fiddleneck,Amsinckia grandiflora,PDBOR01050
Kearney's Slimpod,Amsonia kearneyana,PDAPO030M0
Tharp's Bluestar,Amsonia tharpii,PDAPO030K0
Santa Ynez Groundstar,Ancistrocarphus keilii,PDASTD5020
Rough Angelica,Angelica scabrida,PDAPI070K0
Charleston Pussytoes,Antennaria soliceps,PDAST0H0P0
Georgia Rockcress,Arabis georgiana,PDBRA060N0
Cuyamaca Rockcress,Arabis hirshbergiae,PDBRA064D0
Johnston's Rockcress,Arabis johnstonii,PDBRA060Y0
Columbia Gorge Rockcress,Arabis olympica,PDBRA060M2
Rincon Mountain Rockcress,Arabis tricornuta,PDBRA06200
Dwarf Bear-poppy,Arctomecon humilis,PDPAP02020
Arroyo de la Cruz Manzanita,Arctostaphylos cruzensis,PDERI040B0
Vine Hill Manzanita,Arctostaphylos densiflora,PDERI040C0
Schreiber's Manzanita,Arctostaphylos glutinosa,PDERI040G0
San Bruno Mountain Manzanita,Arctostaphylos imbricata,PDERI040L0
Montara Manzanita,Arctostaphylos montaraensis,PDERI042W0
Morro Manzanita,Arctostaphylos morroensis,PDERI040S0
Ione Manzanita,Arctostaphylos myrtifolia,PDERI04240
Nissenan Manzanita,Arctostaphylos nissenana,PDERI040V0
Oso Manzanita,Arctostaphylos osoensis,PDERI042S0
Otay Manzanita,Arctostaphylos otayensis,PDERI040Y0
Pacific Manzanita,Arctostaphylos pacifica,PDERI040Z0
Pajaro Manzanita,Arctostaphylos pajaroensis,PDERI04100
Alameda Manzanita,Arctostaphylos pallida,PDERI04110
Sandmat Manzanita,Arctostaphylos pumila,PDERI04180
Silverleaf Manzanita,Arctostaphylos silvicola,PDERI041F0
Mameyuelo,Ardisia luquillensis,PDMRS01030
Livermore Sandwort,Arenaria livermorensis,PDCAR040G0
Marsh Sandwort,Arenaria paludicola,PDCAR040L0
Arizona Prickle-poppy,Argemone arizonica,PDPAP03030
Eke Silversword,Argyroxiphium caliginis,PDAST0P010
Greensword,Argyroxiphium grayanum,PDAST0P030
Ka`u Silversword,Argyroxiphium kauense,PDAST0P040
Indian Valley Centrostegia,Aristocapsa insignis,PDPGN0U010
Bay County Indian-plantain,Arnoglossum album,PDASTD7080
Aleutian Wormwood,Artemisia aleutica,PDAST0S040
Wilson Creek Heartleaf,Asarum rosei,PDARI02080
Prostrate Milkweed,Asclepias prostrata,PDASC021G0
Welsh's Milkweed,Asclepias welshii,PDASC02290
Four-petal Pawpaw,Asimina tetramera,PDANN02070
Cushenbury Milkvetch,Astragalus albens,PDFAB0F0A0
Lassen's Milkvetch,Astragalus anxius,PDFAB0FBD0
Applegate's Milkvetch,Astragalus applegatei,PDFAB0F0P0
Beath's Milkvetch,Astragalus beathii,PDFAB0F160
Pyne's Ground-plum,Astragalus bibullatus,PDFAB0FB00
Napa Milkvetch,Astragalus claranus,PDFAB0F240
Cliff Milkvetch,Astragalus cremnophylax,PDFAB0F2H0
Deane's Milkvetch,Astragalus deanei,PDFAB0F2R0
Deseret Milkvetch,Astragalus desereticus,PDFAB0F2S0
Cliff-palace Milkvetch,Astragalus deterior,PDFAB0F2U0
Hamilton's Milkvetch,Astragalus hamiltonii,PDFAB0F3Y0
Holmgren's Milkvetch,Astragalus holmgreniorum,PDFAB0F9Z0
Mancos Milkvetch,Astragalus humillimus,PDFAB0F440
Huachuca Milkvetch,Astragalus hypoxylus,PDFAB0F470
Isely's Milkvetch,Astragalus iselyi,PDFAB0F4E0
Glenwood Milkvetch,Astragalus loanus,PDFAB0F4X0
Skiff Milkvetch,Astragalus microcymbus,PDFAB0F590
Osterhout's Milkvetch,Astragalus osterhoutii,PDFAB0F6E0
Precocious Milkvetch,Astragalus proimanthus,PDFAB0F730
Schmoll's Milkvetch,Astragalus schmolliae,PDFAB0F7W0
Whited's Milkvetch,Astragalus sinuatus,PDFAB0F890
Sleeping Ute Milkvetch,Astragalus tortipes,PDFAB0FBG0
Webber's Milkvetch,Astragalus webberi,PDFAB0F9J0
Star Cactus,Astrophytum asterias,PDCAC0Y010
Earlimart Saltbush,Atriplex erecticaulis,PDCHE042V0
Navajo Saltbush,Atriplex navajoensis,PDCHE04180
Baltic Saltbush,Atriplex nudicaulis,PDCHE042F0
Parish's Saltbush,Atriplex parishii,PDCHE041D0
Deltoid-bract Saltbush,Atriplex subtilis,PDCHE042T0
Turtlefat,Auerodendron pauciflorum,PDRHA0F010
Malibu Coyote Brush,Baccharis malibuensis,PDAST0W0W0
Encinitis Baccharis,Baccharis vanessae,PDAST0W0P0
Palo de Ramon,Banara portoricensis,PDFLA01010
Palo de Ramon,Banara vanderbiltii,PDFLA01020
Hairy Rattleweed,Baptisia arachnifera,PDFAB0G020
Purple Gay-mallow,Batesimalva violacea,PDMAL09010
