Common Name,Scientific Name,Element Code,Species Group (Broad),Species Group (Fine),NatureServe Global Rank,NatureServe Rounded Global Rank,U.S. Endangered Species Act Status,COSEWIC Status,SARA Status,Distribution,View on NatureServe Explorer
Livermore Sandwort,Arenaria livermorensis,PDCAR040G0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135173/Arenaria_livermorensis
Marsh Sandwort,Arenaria paludicola,PDCAR040L0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,"United States: CA (S1), WA (SX)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152842/Arenaria_paludicola
Arizona Prickle-poppy,Argemone arizonica,PDPAP03030,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160111/Argemone_arizonica
Eke Silversword,Argyroxiphium caliginis,PDAST0P010,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145305/Argyroxiphium_caliginis
Greensword,Argyroxiphium grayanum,PDAST0P030,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137844/Argyroxiphium_grayanum
Ka`u Silversword,Argyroxiphium kauense,PDAST0P040,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138965/Argyroxiphium_kauense
Indian Valley Centrostegia,Aristocapsa insignis,PDPGN0U010,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136562/Aristocapsa_insignis
Bay County Indian-plantain,Arnoglossum album,PDASTD7080,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: FL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133997/Arnoglossum_album
Aleutian Wormwood,Artemisia aleutica,PDAST0S040,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: AK (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.141780/Artemisia_aleutica
Wilson Creek Heartleaf,Asarum rosei,PDARI02080,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: NC (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1040905/Asarum_rosei
Prostrate Milkweed,Asclepias prostrata,PDASC021G0,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,Proposed endangered,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133366/Asclepias_prostrata
Welsh's Milkweed,Asclepias welshii,PDASC02290,Vascular Plants,Flowering Plants - Dicots,G1,G1,Threatened,,,"United States: AZ (S1), NN (S1), UT (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146639/Asclepias_welshii
Four-petal Pawpaw,Asimina tetramera,PDANN02070,Vascular Plants,Flowering Plants - Dicots,G1?,G1,Endangered,,,United States: FL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160347/Asimina_tetramera
Cushenbury Milkvetch,Astragalus albens,PDFAB0F0A0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159120/Astragalus_albens
Lassen's Milkvetch,Astragalus anxius,PDFAB0FBD0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.130599/Astragalus_anxius
Applegate's Milkvetch,Astragalus applegatei,PDFAB0F0P0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: OR (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156762/Astragalus_applegatei
Beath's Milkvetch,Astragalus beathii,PDFAB0F160,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,"United States: AZ (S1), NN (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128102/Astragalus_beathii
Pyne's Ground-plum,Astragalus bibullatus,PDFAB0FB00,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: TN (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143330/Astragalus_bibullatus
Napa Milkvetch,Astragalus claranus,PDFAB0F240,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146245/Astragalus_claranus
Cliff Milkvetch,Astragalus cremnophylax,PDFAB0F2H0,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,"United States: AZ (S1), NN (SNR)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142809/Astragalus_cremnophylax
Deane's Milkvetch,Astragalus deanei,PDFAB0F2R0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147831/Astragalus_deanei
Deseret Milkvetch,Astragalus desereticus,PDFAB0F2S0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Delisted,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159222/Astragalus_desereticus
Cliff-palace Milkvetch,Astragalus deterior,PDFAB0F2U0,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,United States: CO (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.129249/Astragalus_deterior
Hamilton's Milkvetch,Astragalus hamiltonii,PDFAB0F3Y0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: UT (S2),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152332/Astragalus_hamiltonii
Holmgren's Milkvetch,Astragalus holmgreniorum,PDFAB0F9Z0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,"United States: AZ (S1), UT (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128690/Astragalus_holmgreniorum
Mancos Milkvetch,Astragalus humillimus,PDFAB0F440,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,"United States: CO (S1), NM (S1), NN (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147602/Astragalus_humillimus
Huachuca Milkvetch,Astragalus hypoxylus,PDFAB0F470,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.130953/Astragalus_hypoxylus
Isely's Milkvetch,Astragalus iselyi,PDFAB0F4E0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132514/Astragalus_iselyi
Glenwood Milkvetch,Astragalus loanus,PDFAB0F4X0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158742/Astragalus_loanus
Skiff Milkvetch,Astragalus microcymbus,PDFAB0F590,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CO (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155930/Astragalus_microcymbus
Osterhout's Milkvetch,Astragalus osterhoutii,PDFAB0F6E0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: CO (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155315/Astragalus_osterhoutii
Precocious Milkvetch,Astragalus proimanthus,PDFAB0F730,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: WY (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143090/Astragalus_proimanthus
Schmoll's Milkvetch,Astragalus schmolliae,PDFAB0F7W0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CO (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143808/Astragalus_schmolliae
Whited's Milkvetch,Astragalus sinuatus,PDFAB0F890,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: WA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133554/Astragalus_sinuatus
Sleeping Ute Milkvetch,Astragalus tortipes,PDFAB0FBG0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CO (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149331/Astragalus_tortipes
Webber's Milkvetch,Astragalus webberi,PDFAB0F9J0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160714/Astragalus_webberi
Star Cactus,Astrophytum asterias,PDCAC0Y010,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,Endangered,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.132943/Astrophytum_asterias
Earlimart Saltbush,Atriplex erecticaulis,PDCHE042V0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.127970/Atriplex_erecticaulis
Navajo Saltbush,Atriplex navajoensis,PDCHE04180,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,"United States: AZ (S1), NN (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159715/Atriplex_navajoensis
Baltic Saltbush,Atriplex nudicaulis,PDCHE042F0,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,Canada: NF (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156854/Atriplex_nudicaulis
Parish's Saltbush,Atriplex parishii,PDCHE041D0,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149110/Atriplex_parishii
Deltoid-bract Saltbush,Atriplex subtilis,PDCHE042T0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.152889/Atriplex_subtilis
Turtlefat,Auerodendron pauciflorum,PDRHA0F010,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148061/Auerodendron_pauciflorum
Malibu Coyote Brush,Baccharis malibuensis,PDAST0W0W0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156330/Baccharis_malibuensis
Encinitis Baccharis,Baccharis vanessae,PDAST0W0P0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Threatened,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157399/Baccharis_vanessae
Palo de Ramon,Banara portoricensis,PDFLA01010,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150896/Banara_portoricensis
Palo de Ramon,Banara vanderbiltii,PDFLA01020,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154655/Banara_vanderbiltii
Hairy Rattleweed,Baptisia arachnifera,PDFAB0G020,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,Endangered,,,United States: GA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157477/Baptisia_arachnifera
Purple Gay-mallow,Batesimalva violacea,PDMAL09010,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133568/Batesimalva_violacea
Nevin's Barberry,Berberis nevinii,PDBER060A0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.146118/Berberis_nevinii
Murray's Birch,Betula murrayana,PDBET020K0,Vascular Plants,Flowering Plants - Dicots,G1Q,G1,,,,"Canada: ON (S1) United States: MI (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135809/Betula_murrayana
Virginia Roundleaf Birch,Betula uber,PDBET020J0,Vascular Plants,Flowering Plants - Dicots,G1Q,G1,Threatened,,,United States: VA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157815/Betula_uber
Ko`oko`olau,Bidens amplectens,PDAST18010,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.147137/Bidens_amplectens
Ko`oko`olau,Bidens conjuncta,PDAST181T0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145078/Bidens_conjuncta
Molokai Beggarticks,Bidens molokaiensis,PDAST18160,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142586/Bidens_molokaiensis
Poplar-leaf Bidens,Bidens populifolia,PDAST181V0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131034/Bidens_populifolia
Ko`oko`olau,Bidens wiebkei,PDAST181Q0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.134150/Bidens_wiebkei
Baker's Blennosperma,Blennosperma bakeri,PDAST1A010,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.137235/Blennosperma_bakeri
Smooth Woodmint,Blephilia subnuda,PDLAM06030,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,"United States: AL (S1), TN (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.156687/Blephilia_subnuda
Wofford's Woodmint,Blephilia woffordii,PDLAM06040,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: TN (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1152348/Blephilia_woffordii
`Ahakea,Bobea sandwicensis,PDRUB04040,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.150354/Bobea_sandwicensis
`Ahakea,Bobea timonioides,PDRUB04050,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.143975/Bobea_timonioides
Elko Rockcress,Boechera falcifructa,PDBRA06260,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140673/Boechera_falcifructa
Harrison's Rockcress,Boechera harrisonii,PDBRA40160,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: UT (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.885779/Boechera_harrisonii
Hoffmann's Rockcress,Boechera hoffmannii,PDBRA060V0,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,Endangered,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.131731/Boechera_hoffmannii
Ophir Rockcress,Boechera ophira,PDBRA06230,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,United States: NV (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.157888/Boechera_ophira
Pinzl's Rockcress,Boechera pinzliae,PDBRA06270,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,"United States: CA (S1), NV (S1)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.128570/Boechera_pinzliae
Fremont County Rockcress,Boechera pusilla,PDBRA06300,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: WY (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.159356/Boechera_pusilla
Klamath River Rockcress,Boechera rollei,PDBRA064H0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,"United States: CA (S1), OR (SNR)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.865001/Boechera_rollei
Serpentine Rockcress,Boechera serpenticola,PDBRA40110,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.865004/Boechera_serpenticola
Shevock's Rockcress,Boechera shevockii,PDBRA40120,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.865007/Boechera_shevockii
Wind Mountain Rockcress,Boechera zephyra,PDBRA40220,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,"United States: NM (S1), TX (SNR)",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.963918/Boechera_zephyra
Hawai`i Lady's-nightcap,Bonamia menziesii,PDCON03020,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145685/Bonamia_menziesii
Bigpod Lady's-nightcap,Bonamia ovalifolia,PDCON03030,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: TX (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142118/Bonamia_ovalifolia
Fernald's Braya,Braya fernaldii,PDBRA0D0C0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,Endangered,Endangered/En voie de disparition,Canada: NF (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161127/Braya_fernaldii
Long's Braya,Braya longii,PDBRA0D0B0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,Endangered,Endangered/En voie de disparition,Canada: NF (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149847/Braya_longii
Alula,Brighamia insignis,PDCAM01020,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.142536/Brighamia_insignis
Alula,Brighamia rockii,PDCAM01040,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.138928/Brighamia_rockii
Vega Blanca,Brunfelsia lactea,PDSOL05030,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158914/Brunfelsia_lactea
Puerto Rico Raintree,Brunfelsia portoricensis,PDSOL05040,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.154174/Brunfelsia_portoricensis
Vahl's Boxwood,Buxus vahlii,PDBUX01050,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.145833/Buxus_vahlii
Uhiuhi,Caesalpinia kavaiensis,PDFAB0L0P0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.133812/Caesalpinia_kavaiensis
Capa Rosa,Callicarpa ampla,PDVER05020,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.151790/Callicarpa_ampla
Brock Sweetshrub,Calycanthus brockianus,PDCLC01040,Vascular Plants,Flowering Plants - Dicots,G1?Q,G1,,,,United States: GA (SU),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.161536/Calycanthus_brockianus
Luquillo Forest Lidflower,Calyptranthes luquillensis,PDMRT01040,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.160010/Calyptranthes_luquillensis
Thomas' Lidflower,Calyptranthes thomasiana,PDMRT01090,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148972/Calyptranthes_thomasiana
Woodbury's Lidflower,Calyptranthes woodburyi,PDMRT010C0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.158443/Calyptranthes_woodburyi
Lucky Morning Glory,Calystegia felix,PDCON040P0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.925232/Calystegia_felix
Stebbins' Morning-glory,Calystegia stebbinsii,PDCON040H0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.144650/Calystegia_stebbinsii
Baird's Camissonia,Camissonia bairdii,PDONA031Q0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149636/Camissonia_bairdii
Bolander's Camissonia,Camissonia bolanderi,PDONA031R0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: UT (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.817000/Camissonia_bolanderi
Bunchflower Evening-primrose,Camissonia confertiflora,PDONA030E0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: AZ (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.136378/Camissonia_confertiflora
,Camissonia dominguez-escalantorum,PDONA031S0,Vascular Plants,Flowering Plants - Dicots,G1,G1,,,,United States: AZ (SNR),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1213648/Camissonia_dominguez-escalantorum
Robins' Bellflower,Campanula robinsiae,PDCAM020S0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: FL (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.140306/Campanula_robinsiae
Sharsmith's Harebell,Campanula sharsmithiae,PDCAM02100,Vascular Plants,Flowering Plants - Dicots,G1G2,G1,,,,United States: CA (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.148367/Campanula_sharsmithiae
Molokai Jackbean,Canavalia molokaiensis,PDFAB0Q0G0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.149056/Canavalia_molokaiensis
Makaha Valley Jackbean,Canavalia napaliensis,PDFAB0Q0J0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.135744/Canavalia_napaliensis
Lava-field Jackbean,Canavalia pubescens,PDFAB0Q0N0,Vascular Plants,Flowering Plants - Dicots,G1,G1,Endangered,,,United States: HI (S1),https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.155300/Canavalia_pubescens
